Site_ID,Date,NDVI,NDVI_mean.x,Use_Type.x,Use_Type.y,NDVI_mean.y,usrt_strv_mean,Alltrail_nb_revw,HFI,HFIperc,Density_trail,NAME,TYPE,Shape_Area,vegclass,Lat,Long,Elevation,buffer_area,forest_prec,distance_water,distance_trail,distance_trail_m,Use_Type,season
3,2020-08-01,0.6838,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2020-09-01,0.594966666666667,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2020-10-01,0.321625,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2020-11-01,0.164641666666667,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2021-06-01,0.717408333333333,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2021-07-01,0.758375,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2021-08-01,0.7064,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2021-09-01,0.61475,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2021-10-01,0.494225,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2021-11-01,0.1091,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2022-06-01,0.6789,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2022-07-01,0.761938888888889,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
3,2022-08-01,0.722158333333333,0.30454696969697,Mixed-Use,Mixed-Use,0.30454696969697,141.924371271733,0,433430.690823728,55.1861210270116,0.0070909338542209,NA,No type,33218703.0132,Shrubland,49.56136,-114.52096,1700,785039.343644182,0,205.85376757898,70.3267993268077,70.3267993268077,Non-Motorized,summer
6,2020-08-01,0.69326,0.351139848484848,Motorized,Motorized,0.351139848484848,NA,0,470886.561523149,59.9551515948792,0.00126099892818594,Castle Wildland,WPP,33218703.0132,Shrubland,49.528,-114.53049,1694,785039.343644048,2.62930130901036,55.7070814381404,120.47427346365,120.47427346365,No_trail_inbuf,summer
